matchup,game,competitor,run_id,preset,repetition,seat,points,pudding,outcome,opponents
1,39,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,46,4,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,39,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,42,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
1,39,random/repetition_1,random,random,1,3,11,0,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,40,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,46,3,loss,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,40,random/repetition_1,random,random,1,1,18,3,loss,variable_encoder_2_4/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,40,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,50,2,win,variable_encoder_2_4/repetition_1|random/repetition_1|variable_2_4/repetition_1
1,40,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,46,0,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,41,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,40,1,loss,fixed_4p/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_1
1,41,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,38,2,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_1
1,41,random/repetition_1,random,random,1,2,20,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,41,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,3,45,2,win,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
1,42,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,40,3,loss,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,42,random/repetition_1,random,random,1,1,27,4,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,42,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,32,1,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_1
1,42,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,3,47,2,win,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,43,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,36,3,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,43,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,36,1,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,43,random/repetition_1,random,random,1,2,27,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,43,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,44,1,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,44,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,42,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
1,44,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,2,loss,variable_encoder_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
1,44,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,45,3,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,44,random/repetition_1,random,random,1,3,27,1,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,45,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,39,2,win,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,45,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,38,3,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,45,random/repetition_1,random,random,1,2,21,0,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,45,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,38,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,46,random/repetition_1,random,random,1,0,35,2,loss,variable_encoder_2_4/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,46,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,45,5,win,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,46,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,32,2,loss,random/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,46,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,40,0,loss,random/repetition_1|variable_encoder_2_4/repetition_1|fixed_4p/repetition_1
1,47,random/repetition_1,random,random,1,0,30,2,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,47,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,43,2,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,47,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,29,0,loss,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,47,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,3,43,4,win,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,48,random/repetition_1,random,random,1,0,22,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,48,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,39,3,loss,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,48,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,34,1,loss,random/repetition_1|variable_encoder_2_4/repetition_1|fixed_4p/repetition_1
1,48,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,48,4,win,random/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,49,random/repetition_1,random,random,1,0,25,2,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,49,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,40,2,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,49,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,39,3,loss,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,49,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,3,43,3,win,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,50,random/repetition_1,random,random,1,0,27,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,50,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,37,3,loss,random/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,50,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,42,3,loss,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,50,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,46,1,win,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,51,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,43,2,win,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,51,random/repetition_1,random,random,1,1,19,2,loss,variable_encoder_2_4/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,51,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,36,4,loss,variable_encoder_2_4/repetition_1|random/repetition_1|variable_2_4/repetition_1
1,51,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,30,2,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,52,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,48,3,win,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,52,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,31,1,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,52,random/repetition_1,random,random,1,2,26,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,52,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,39,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,53,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,39,3,loss,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,53,random/repetition_1,random,random,1,1,38,2,loss,variable_encoder_2_4/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,53,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,46,4,win,variable_encoder_2_4/repetition_1|random/repetition_1|variable_2_4/repetition_1
1,53,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,30,1,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,54,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,31,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,54,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,43,1,win,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,54,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,37,5,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,54,random/repetition_1,random,random,1,3,17,1,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,55,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,34,2,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_1
1,55,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,39,3,loss,fixed_4p/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_1
1,55,random/repetition_1,random,random,1,2,18,1,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,55,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,3,52,3,win,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,56,random/repetition_1,random,random,1,0,16,0,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,56,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,47,2,win,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,56,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,30,3,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,56,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,3,45,4,loss,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,57,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,46,2,loss,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,57,random/repetition_1,random,random,1,1,16,2,loss,variable_encoder_2_4/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,57,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,49,3,win,variable_encoder_2_4/repetition_1|random/repetition_1|variable_2_4/repetition_1
1,57,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,43,3,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,58,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,32,3,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,58,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,41,3,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,58,random/repetition_1,random,random,1,2,20,0,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1|fixed_4p/repetition_1
1,58,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,43,4,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,59,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,48,4,win,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,59,random/repetition_1,random,random,1,1,27,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,59,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,39,0,loss,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,59,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,40,2,loss,variable_encoder_2_4/repetition_1|random/repetition_1|variable_2_4/repetition_1
1,60,random/repetition_1,random,random,1,0,33,3,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,60,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,45,1,win,random/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,60,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,43,3,loss,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
1,60,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,44,3,loss,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,61,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,36,6,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,61,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,37,0,win,variable_encoder_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
1,61,random/repetition_1,random,random,1,2,27,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,61,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,36,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,62,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,40,3,win,variable_encoder_2_4/repetition_1|random/repetition_1|variable_2_4/repetition_1
1,62,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,39,2,loss,fixed_4p/repetition_1|random/repetition_1|variable_2_4/repetition_1
1,62,random/repetition_1,random,random,1,2,22,2,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,62,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,39,2,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,63,random/repetition_1,random,random,1,0,8,0,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,63,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,44,2,loss,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,63,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,46,4,win,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,63,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,3,40,2,loss,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,64,random/repetition_1,random,random,1,0,27,1,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,64,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,41,4,loss,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,64,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,29,2,loss,random/repetition_1|variable_encoder_2_4/repetition_1|fixed_4p/repetition_1
1,64,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,44,3,win,random/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,65,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,36,3,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,65,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,42,2,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,65,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,33,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
1,65,random/repetition_1,random,random,1,3,25,0,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,66,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,53,2,win,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
1,66,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,39,1,loss,variable_encoder_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
1,66,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,30,4,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,66,random/repetition_1,random,random,1,3,23,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
1,67,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,48,2,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,67,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,67,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,40,3,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,67,random/repetition_1,random,random,1,3,21,1,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,68,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,43,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,68,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,48,5,win,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
1,68,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,47,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,68,random/repetition_1,random,random,1,3,19,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,69,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,44,3,win,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,69,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,33,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1|random/repetition_1
1,69,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,40,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
1,69,random/repetition_1,random,random,1,3,24,1,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_1
1,70,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,43,2,loss,random/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,70,random/repetition_1,random,random,1,1,17,2,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,70,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,44,4,win,fixed_4p/repetition_1|random/repetition_1|variable_2_4/repetition_1
1,70,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,37,1,loss,fixed_4p/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_1
1,71,random/repetition_1,random,random,1,0,33,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
