matchup,game,competitor,run_id,preset,repetition,seat,points,pudding,outcome,opponents
17,1611,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,40,5,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1611,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,40,1,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1612,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,41,3,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1612,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,35,2,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1612,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,47,3,win,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1613,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,52,3,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1613,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,43,3,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1613,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,49,2,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1614,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,46,1,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1614,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,51,3,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1614,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,45,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1615,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,42,4,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1615,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,48,1,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1615,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,46,3,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1616,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,47,0,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1616,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,47,4,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1616,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,46,4,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1617,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,43,5,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1617,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,47,1,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1617,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,47,3,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1618,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,49,0,win,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1618,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,42,4,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1618,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,43,4,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1619,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,39,2,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1619,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,42,5,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1619,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,45,1,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1620,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,40,4,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1620,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,51,3,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1620,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,47,1,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1621,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,46,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1621,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,53,3,win,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1621,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,47,3,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1622,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,28,0,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1622,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,43,5,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1622,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,47,2,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1623,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,36,2,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1623,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,2,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1623,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,37,4,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1624,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,51,3,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1624,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,50,2,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1624,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,45,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1625,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,42,4,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1625,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,33,3,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1625,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,1,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1626,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,39,3,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1626,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,38,4,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1626,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,45,0,win,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1627,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,55,1,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1627,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,50,4,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1627,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,43,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1628,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,49,3,win,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1628,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,40,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1628,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,38,2,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1629,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,51,3,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1629,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,3,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1629,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,38,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1630,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,42,3,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1630,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,47,4,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1630,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,44,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1631,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,46,4,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1631,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,43,2,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1631,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,35,2,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1632,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,45,1,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1632,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,36,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1632,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,47,3,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1633,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,44,3,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1633,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,43,3,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1633,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,36,2,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1634,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,53,1,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1634,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,54,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1634,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,63,2,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1635,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,45,4,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1635,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,52,3,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1635,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,1,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1636,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,40,2,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1636,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,35,2,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1636,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,52,4,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1637,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,36,2,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1637,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,46,2,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1637,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,55,3,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1638,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,49,3,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1638,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,49,4,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1638,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,56,1,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1639,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,46,4,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1639,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,38,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1639,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,44,2,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1640,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,39,3,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1640,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,46,1,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1640,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,40,4,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1641,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,46,3,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1641,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,53,1,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1641,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,39,0,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1642,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,39,1,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1642,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,46,3,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1642,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,39,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1643,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,45,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1643,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,35,1,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1643,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,49,2,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1644,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,41,1,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1644,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,48,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1644,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,50,2,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1645,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,46,4,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1645,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,41,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1645,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,50,2,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1646,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,40,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1646,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,45,3,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1646,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,50,3,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1647,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,37,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1647,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,36,2,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1647,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,49,3,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1648,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,44,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1648,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,49,0,win,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1648,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,45,2,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1649,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,46,2,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1649,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,47,2,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1649,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,37,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1650,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,62,2,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1650,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,39,1,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1650,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,49,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1651,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,46,4,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1651,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,36,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1651,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,49,3,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1652,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,43,2,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1652,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,57,3,win,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1652,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,52,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1653,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,56,4,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1653,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,33,3,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1653,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,45,0,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1654,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,45,1,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1654,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,54,3,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1654,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,41,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1655,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,37,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1655,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,41,0,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1655,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,45,3,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1656,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,44,4,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1656,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,38,3,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1656,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,38,0,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1657,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,41,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1657,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,57,3,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1657,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,30,4,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1658,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,46,3,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1658,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,38,2,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1658,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,39,1,loss,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1659,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,51,2,win,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1659,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,1,46,4,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1659,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,50,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1660,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,46,5,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1660,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,54,3,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1660,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,47,1,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1661,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,37,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_2
17,1661,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,25,2,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
17,1661,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,53,3,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1662,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,49,2,win,variable_2_4/repetition_1|fixed_3p/repetition_2
17,1662,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,44,1,loss,variable_encoder_2_4/repetition_2|fixed_3p/repetition_2
17,1662,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,2,44,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1663,fixed_3p/repetition_2,1b46a28f63fb40d9b4a774b4a3125f0c,fixed_3p,2,0,52,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_1
17,1663,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,54,3,win,fixed_3p/repetition_2|variable_2_4/repetition_1
17,1663,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,44,2,loss,fixed_3p/repetition_2|variable_encoder_2_4/repetition_2
