step	max_reward
0	11.604651162790697
1	10.821161162987185
2	10.895833333333334
3	10.687265803304951
4	10.824242331764914
5	10.986058224290042
6	11.106633638080798
7	11.354345633170666
8	11.255063136619858
9	11.37234843860973
10	11.359676266504714
11	11.306553168197661
12	11.315507175611414
13	11.309908372327468
14	11.303759260822956
15	11.384506913306009
16	11.353585535786541
17	11.344597273386166
18	11.267496925797468
19	11.187242672767168
20	11.19713916249875
21	11.296853606554926
22	11.319879192195527
23	11.345293771482543
24	11.338658728543752
25	11.393518368403116
26	11.41346135984695
27	11.437801760367917
28	11.461408779615567
29	11.459211671208761
30	11.421097168502197
31	11.429957463191105
32	11.457136141128645
33	11.479291055368822
34	11.47644439736745
35	11.424518220987752
36	11.352247106658023
37	11.385917785970923
38	11.3488403497226
39	11.350800129518671
40	11.348163211706913
41	11.344309800670993
42	11.344111220944441
43	11.36383867827663
44	11.398022236927122
45	11.360415429184117
46	11.370708784997406
47	11.343617278003379
48	11.333909918869152
49	11.28714970672249
50	11.282919735904285
51	11.232341625563125
52	11.219570840933905
53	11.229401668610807
54	11.235112685687243
55	11.256249753890499
56	11.236396995097069
57	11.21564785076422
58	11.20006347422846
59	11.213868761044676
60	11.214519038901246
61	11.206619057171034
62	11.21084020882418
63	11.20212488554027
64	11.205545641603255
65	11.208901894214618
66	11.190843703844468
67	11.200837483481756
68	11.19217993577995
69	11.195640259965833
70	11.185876876512157
71	11.186095248447375
72	11.189307438777043
73	11.18538989176383
74	11.192192394862516
75	11.17563360142258
76	11.179177349446851
77	11.168269929223058
78	11.182539457636896
79	11.199183921547203
80	11.191482274176666
81	11.180218047887534
82	11.186730239551387
83	11.181095487079407
84	11.185718451070647
85	11.15796288529691
86	11.16354359150912
87	11.147941293312515
88	11.139438523053824
89	11.140140982290763
90	11.153522537235183
91	11.151573657758588
92	11.14677580800786
93	11.14160337506794
94	11.12670546503792
95	11.121588630217518
96	11.117299302389942
97	11.110407060303839
98	11.092269053735642
99	11.078737359031095
100	11.078199042429189
101	11.079390737745497
102	11.076029186474138
103	11.094660548194117
104	11.094616245535656
105	11.084949095712492
106	11.082094012090659
107	11.09809721901452
108	11.104229799378418
109	11.096439158784948
110	11.0910157996287
111	11.091748527466782
112	11.096791329336417
113	11.095734928398
114	11.090866851660511
115	11.093662838367413
116	11.094592742288206
117	11.092999968765298
118	11.084457845999939
119	11.087242530513775
120	11.077974413352917
121	11.085403766570264
122	11.082053654620827
123	11.07148743486126
124	11.073360680738945
125	11.07415289236534
126	11.084943780249002
127	11.085115645537224
128	11.087505508909723
129	11.088633532638845
130	11.089925299976793
131	11.081264330432417
132	11.082963782213255
133	11.080074788848986
134	11.077555872812992
135	11.063157886959564
136	11.066828248002443
137	11.067584838481743
138	11.07444098510551
139	11.065075264101617
140	11.057673356988985
141	11.060032527333876
142	11.067234407198042
143	11.067980310917621
144	11.071553327068363
145	11.079674392747886
146	11.085032847306096
147	11.066693408948154
148	11.06840455132742
149	11.063873476345046
150	11.062589572552733
151	11.063770759608618
152	11.067312990147558
153	11.062532065975272
154	11.072874357592838
155	11.073935223115203
156	11.072737157106696
157	11.05846659412037
158	11.069406533779448
159	11.079359044773582
160	11.07040601843989
161	11.069575805094326
162	11.08186481033107
163	11.079131971617599
164	11.084532078915855
165	11.089863412917783
166	11.088519346213786
167	11.084530551560496
168	11.082738266496984
169	11.095919787430606
170	11.09761742272365
171	11.090987653163031
172	11.097021763670417
173	11.104985455676857
174	11.104153737544838
175	11.110517077017791
176	11.111711473814747
177	11.10672448404771
178	11.10164393392142
179	11.106557574371141
180	11.099776539530573
181	11.101106128724108
182	11.094917039830976
183	11.09754259869769
184	11.092942269131074
185	11.093915515133906
186	11.097042297440195
187	11.101397144019108
188	11.096413614309792
189	11.090719548468252
190	11.087664146149885
191	11.077161393620706
192	11.075995738990336
193	11.0773664038726
194	11.080795227906664
195	11.080299601126107
196	11.073586144589473
197	11.080116326268541
198	11.083780126869327
199	11.077154766300072
200	11.067108623798077
201	11.056323528843379
202	11.058363825279896
203	11.06193845297465
204	11.061120791307893
205	11.055756441824416
206	11.046119034737824
207	11.05408850156374
208	11.05109786404671
209	11.059582788531179
210	11.054186283923267
211	11.056628096569984
212	11.055075738548542
213	11.057793438185902
214	11.04982686591985
215	11.058447185750202
216	11.060821049129135
217	11.065217967527275
218	11.06900523668856
219	11.070335742371295
220	11.072997598302663
221	11.077173054098592
222	11.076273742594447
223	11.078098715272123
224	11.0770867376671
225	11.07599061083769
226	11.073962384672228
227	11.07465506766021
228	11.075628436157848
229	11.075025970025992
230	11.07698173701386
231	11.07673743643072
232	11.070870301213542
233	11.074898864701929
234	11.076819617122425
235	11.081771727464993
236	11.083935773536533
237	11.077630510543786
238	11.074898115788239
239	11.072189790753935
240	11.073370625790604
241	11.075240749072304
242	11.069985375445823
243	11.068983795136953
244	11.067143467043499
245	11.064473781723196
246	11.062245267811479
247	11.0649927874626
248	11.065323210922436
249	11.067931065208068
250	11.062881590278435
251	11.062053495240443
252	11.065813477335869
253	11.063319647527901
254	11.058030790619252
255	11.060019633963535
256	11.053961228178869
257	11.057583300677582
258	11.052889697956589
259	11.058120563147087
260	11.063469834990645
261	11.06611999992465
262	11.063700641457407
263	11.061154394282088
264	11.05877396657476
265	11.060604743010032
266	11.0508481155452
267	11.05433690109199
268	11.055464235822285
269	11.058836771346126
270	11.054450272811149
271	11.051165068955346
272	11.051124591539734
273	11.054695170919024
274	11.060452035793071
275	11.061323633514716
276	11.059225874053421
277	11.054552665821655
278	11.061727120693162
279	11.064714072937551
280	11.062468771438873
281	11.058467127705343
282	11.05894402702081
283	11.059187901985661
284	11.056707993569617
285	11.058646612682612
286	11.057860278254333
287	11.053724205529491
288	11.050057878974073
289	11.053640975478135
290	11.053530184437049
291	11.055728754775659
292	11.051764674376134
293	11.045831438314705
294	11.046884121713845
295	11.046868254031756
296	11.045876070699574
297	11.050157832329463
298	11.051122731323156
299	11.055842109724331
300	11.053914641803797
301	11.05692326820279
302	11.058258458908218
303	11.062317933400735
304	11.063980743682231
305	11.058247842423903
306	11.057512425230584
307	11.054959978228242
308	11.062628061999801
309	11.062620602211787
310	11.058948160042286
311	11.061303595337519
312	11.054501176262105
313	11.053136451141492
314	11.051116296329296
315	11.050501767186029
316	11.05211818426159
317	11.054053935939576
318	11.052901894434832
319	11.052542846019332
320	11.056798869507725
321	11.055979939096218
322	11.05651638217629
323	11.055639422672206
324	11.058223670306363
325	11.0609884796679
326	11.0570473218912
327	11.056232815039547
328	11.05709073367697
329	11.059713774970293
330	11.061491963787624
331	11.064184055465933
332	11.063493678673389
333	11.059814553937244
334	11.063673894336484
335	11.062244392129461
336	11.05836973774983
337	11.060180215136473
338	11.058222762381815
339	11.05829599408376
340	11.055494452793345
341	11.051576074043654
342	11.047755965779722
343	11.042492015144623
344	11.04069054029833
345	11.045861465372573
346	11.045618992261609
347	11.042444625480329
348	11.041433532460681
349	11.038527935566568
350	11.041144152550498
351	11.04292930027224
352	11.043224430252424
353	11.042181894168309
354	11.043310395615977
355	11.040117378501625
356	11.038560104658286
357	11.04290983493044
358	11.041813361086199
359	11.03841671394313
360	11.04033818875732
361	11.040356314914922
362	11.04161893364227
363	11.044637295108178
364	11.042418939697681
365	11.041116819775366
366	11.039320995655396
367	11.04231866648197
368	11.040742573796722
369	11.04063092140782
370	11.037233801073302
371	11.03625554021872
372	11.03788201088326
373	11.037959591043435
374	11.038804699591108
375	11.036662668299881
376	11.03646448298109
377	11.03375934896582
378	11.028228086596007
379	11.03326785396961
380	11.031664445513252
381	11.03473223829024
382	11.03940010225342
383	11.040122153108817
384	11.039376462312232
385	11.037683814776797
386	11.040003244749327
387	11.038850853016728
388	11.041732966513363
389	11.036754172974668
390	11.040318176024254
391	11.038535429255429
392	11.042913478722308
393	11.04726667106996
394	11.046783025738883
395	11.046411157338682
396	11.042130642822825
397	11.040377418860249
398	11.04048442860325
399	11.043011164501491
400	11.046105906427922
401	11.041991812887716
402	11.040876737188121
403	11.040829826574456
404	11.044962145698726
405	11.041247148734858
406	11.039674350905054
407	11.04059188069571
408	11.042316020524316
409	11.038641365099252
410	11.034446418820785
411	11.035115237564703
412	11.036381724449134
413	11.037096385723995
414	11.042326977084143
415	11.043618387290271
416	11.04560161391391
417	11.04204878365369
418	11.043626435040911
419	11.039889422270418
420	11.039022570444564
421	11.043622346102088
422	11.045808414957024
423	11.048039543365071
424	11.045941059427326
425	11.047196813278736
426	11.047431047856794
427	11.042767601334518
428	11.040756154512586
429	11.037319420900214
430	11.037240418154198
431	11.037725881575993
432	11.031607954315392
433	11.029308834474046
434	11.030526618284094
435	11.034052485773028
