step	loss_loss_actor
156	-0.6429806351661682
157	-0.6263073682785034
158	-0.6293834447860718
159	-0.6469820141792297
160	-0.6198437213897705
161	-0.6350072622299194
162	-0.6723122000694275
163	-0.6586595773696899
164	-0.6764398813247681
165	-0.6663044095039368
166	-0.6973686218261719
167	-0.6470479369163513
168	-0.6683797836303711
169	-0.642657995223999
170	-0.6673221588134766
171	-0.6939719915390015
172	-0.6606523394584656
173	-0.6941751837730408
174	-0.7180666923522949
175	-0.6603893041610718
176	-0.696504533290863
177	-0.6828694939613342
178	-0.6577845215797424
179	-0.7384881377220154
180	-0.6984497904777527
181	-0.6510289907455444
182	-0.6945436000823975
183	-0.71478271484375
184	-0.6993967294692993
185	-0.6989311575889587
186	-0.7084342241287231
187	-0.7245714664459229
188	-0.7003353238105774
189	-0.6645735502243042
190	-0.7011090517044067
191	-0.7120858430862427
192	-0.7203233242034912
193	-0.7013881206512451
194	-0.6790333390235901
195	-0.7119112014770508
196	-0.7411999702453613
197	-0.7246123552322388
198	-0.7619062066078186
199	-0.7284079194068909
200	-0.6869592666625977
201	-0.7476034164428711
202	-0.6648495197296143
203	-0.6946800351142883
204	-0.6868883371353149
205	-0.7477415800094604
206	-0.7391801476478577
207	-0.7083240747451782
208	-0.7270023822784424
209	-0.7143040895462036
210	-0.7394545078277588
211	-0.7455595135688782
212	-0.7126225233078003
213	-0.7151367664337158
214	-0.7386400699615479
215	-0.6822006702423096
216	-0.7737683057785034
217	-0.7149237394332886
218	-0.6980253458023071
219	-0.7313735485076904
220	-0.6920468211174011
221	-0.7712022066116333
222	-0.728122889995575
223	-0.7505611777305603
224	-0.7133574485778809
225	-0.701383113861084
226	-0.734675407409668
227	-0.7549871206283569
228	-0.748458743095398
229	-0.7592026591300964
230	-0.7051317095756531
231	-0.7645710706710815
232	-0.738548994064331
233	-0.7752923965454102
234	-0.6743779182434082
235	-0.7484568357467651
236	-0.7880642414093018
237	-0.7619049549102783
238	-0.7033547759056091
239	-0.7110877633094788
240	-0.7361714839935303
241	-0.7195676565170288
242	-0.7101149559020996
243	-0.7290161848068237
244	-0.6951925754547119
245	-0.7564789056777954
246	-0.714798092842102
247	-0.7140716314315796
248	-0.7236590385437012
249	-0.7429138422012329
250	-0.7073359489440918
251	-0.7518025040626526
252	-0.7116057276725769
253	-0.7553447484970093
254	-0.7044932842254639
255	-0.6688306331634521
256	-0.7349338531494141
257	-0.6362249851226807
258	-0.7506903409957886
259	-0.6881909370422363
260	-0.6936423778533936
261	-0.706791877746582
262	-0.695541501045227
263	-0.6813305020332336
264	-0.6782029867172241
265	-0.6870625019073486
266	-0.7341468930244446
267	-0.7450976371765137
268	-0.7105888724327087
269	-0.7255656719207764
270	-0.7525787353515625
271	-0.799875020980835
272	-0.7430117726325989
273	-0.7496885061264038
274	-0.6894400119781494
275	-0.7159850597381592
276	-0.7105156779289246
277	-0.6779801845550537
278	-0.6751217842102051
279	-0.694080650806427
280	-0.7558883428573608
281	-0.681017279624939
282	-0.7127036452293396
283	-0.7460808753967285
284	-0.6973980665206909
285	-0.684119701385498
286	-0.6814734935760498
287	-0.7472673654556274
288	-0.7017717361450195
289	-0.664638102054596
290	-0.7025034427642822
291	-0.7224555015563965
292	-0.7587449550628662
293	-0.7175873517990112
294	-0.7023529410362244
295	-0.733223021030426
296	-0.7499682903289795
297	-0.6928040385246277
298	-0.7588953971862793
299	-0.6404821276664734
300	-0.724629282951355
301	-0.6945685148239136
302	-0.7568129897117615
303	-0.7040354013442993
304	-0.6998662948608398
305	-0.7437025904655457
306	-0.7249777913093567
307	-0.6898465752601624
308	-0.6486068964004517
309	-0.6981520652770996
310	-0.720953106880188
311	-0.6900683045387268
312	-0.68471360206604
313	-0.6568244695663452
314	-0.6819182634353638
315	-0.7853904962539673
316	-0.7720593214035034
317	-0.737926721572876
318	-0.7333448529243469
319	-0.6864342093467712
320	-0.702887237071991
321	-0.7358667850494385
322	-0.7356939315795898
323	-0.7086848020553589
324	-0.6651226282119751
325	-0.7223948836326599
326	-0.6334661841392517
327	-0.7075968980789185
328	-0.6993043422698975
329	-0.7012109756469727
330	-0.7251594662666321
331	-0.6771764755249023
332	-0.677664041519165
333	-0.7188383340835571
334	-0.7495192885398865
335	-0.749090313911438
336	-0.6522610783576965
337	-0.7306894063949585
338	-0.7314754128456116
339	-0.7765026092529297
340	-0.6470257043838501
341	-0.7329683899879456
342	-0.7086189985275269
343	-0.6748499870300293
344	-0.6997979879379272
345	-0.7196462154388428
346	-0.665657639503479
347	-0.7505637407302856
348	-0.712110161781311
349	-0.6920903325080872
350	-0.6749764680862427
351	-0.7613990306854248
352	-0.7615947723388672
353	-0.7533198595046997
354	-0.7021677494049072
355	-0.689182698726654
356	-0.6903682947158813
357	-0.7122641801834106
358	-0.6621956825256348
359	-0.7388685941696167
360	-0.7278178930282593
361	-0.759015679359436
362	-0.696765124797821
363	-0.6736957430839539
364	-0.7014927268028259
365	-0.6783036589622498
366	-0.7468501925468445
367	-0.7036855220794678
368	-0.7873023748397827
369	-0.8067784309387207
370	-0.7634254097938538
371	-0.8147143125534058
372	-0.8074012398719788
373	-0.7718873620033264
374	-0.7201184034347534
375	-0.7844072580337524
376	-0.7356144785881042
377	-0.7594796419143677
378	-0.7759355306625366
379	-0.7636418342590332
380	-0.707862377166748
381	-0.8398406505584717
382	-0.727218508720398
383	-0.7731425762176514
384	-0.698927640914917
385	-0.7931543588638306
386	-0.760516345500946
387	-0.7420150637626648
388	-0.7756232619285583
389	-0.7483527660369873
390	-0.7547602653503418
391	-0.7173174619674683
392	-0.7816858291625977
393	-0.7634044885635376
394	-0.749322235584259
395	-0.7675197124481201
396	-0.7404552698135376
397	-0.7644014358520508
398	-0.8097504377365112
399	-0.6737358570098877
400	-0.7672137022018433
401	-0.6836045980453491
402	-0.7802742719650269
403	-0.749481201171875
404	-0.8137180805206299
405	-0.6950943470001221
406	-0.7364122867584229
407	-0.6824436187744141
408	-0.7500015497207642
409	-0.6807138919830322
410	-0.6687232851982117
411	-0.6534022688865662
412	-0.677501380443573
413	-0.6363808512687683
414	-0.6873922944068909
415	-0.7037531137466431
416	-0.7805381417274475
417	-0.7350631356239319
418	-0.7390639781951904
419	-0.6602817177772522
420	-0.7338598370552063
421	-0.7077895402908325
422	-0.685349702835083
423	-0.7145959734916687
424	-0.6773840188980103
425	-0.774325966835022
426	-0.7611792087554932
427	-0.7679176926612854
428	-0.6867060661315918
429	-0.8315035104751587
430	-0.7557097673416138
431	-0.7674434185028076
432	-0.7581988573074341
433	-0.7344093322753906
434	-0.7027838826179504
435	-0.7860770225524902
436	-0.7504958510398865
437	-0.7373023629188538
438	-0.7779809236526489
439	-0.7383543848991394
440	-0.6666556596755981
441	-0.7457805871963501
442	-0.8563523292541504
443	-0.8764746189117432
444	-0.7837284803390503
445	-0.710027813911438
446	-0.7826474905014038
447	-0.7340372800827026
448	-0.792215883731842
449	-0.7572079300880432
450	-0.830885112285614
451	-0.7708219289779663
452	-0.7402940988540649
453	-0.6972569227218628
454	-0.7413889169692993
455	-0.7782235145568848
456	-0.8655200600624084
457	-0.7456860542297363
458	-0.7235528230667114
459	-0.6691493988037109
460	-0.7240154147148132
461	-0.7654127478599548
462	-0.7651383876800537
463	-0.6329604983329773
464	-0.69920414686203
465	-0.7220120429992676
466	-0.7749245166778564
467	-0.7886413335800171
468	-0.6698760986328125
469	-0.6958490610122681
470	-0.775690495967865
471	-0.7569775581359863
472	-0.8107026815414429
473	-0.7417069673538208
474	-0.7624558210372925
475	-0.7784004807472229
476	-0.7230000495910645
477	-0.7412071228027344
478	-0.6585142016410828
479	-0.8045605421066284
480	-0.7542402744293213
481	-0.7276515960693359
482	-0.7252930402755737
483	-0.7762881517410278
484	-0.688569188117981
485	-0.6422733068466187
486	-0.7048154473304749
487	-0.7058441638946533
488	-0.75527024269104
489	-0.6269314289093018
490	-0.6744438409805298
491	-0.662896990776062
492	-0.6048110723495483
493	-0.644806981086731
494	-0.7469446659088135
495	-0.6757113933563232
496	-0.7287342548370361
497	-0.5898306369781494
498	-0.7163431644439697
499	-0.6743329763412476
500	-0.752360463142395
501	-0.5976225733757019
502	-0.6725144386291504
503	-0.6653940677642822
504	-0.6782225370407104
505	-0.7742816209793091
506	-0.581663966178894
507	-0.7064906358718872
508	-0.7308446764945984
509	-0.6574501991271973
510	-0.671640932559967
511	-0.721759557723999
512	-0.6157448291778564
513	-0.6955287456512451
514	-0.6888198256492615
515	-0.6629945039749146
516	-0.6759546995162964
517	-0.6815987229347229
518	-0.6700574159622192
519	-0.5806359648704529
520	-0.6583641171455383
521	-0.5994155406951904
522	-0.6466870307922363
523	-0.5900341868400574
524	-0.6312655806541443
525	-0.6258139610290527
526	-0.7139427661895752
527	-0.5951085090637207
528	-0.7425122261047363
529	-0.7557000517845154
530	-0.7613153457641602
531	-0.592449426651001
532	-0.6665195226669312
533	-0.597331166267395
534	-0.6662271022796631
535	-0.8076581954956055
536	-0.7102031707763672
537	-0.6051104068756104
538	-0.6287590861320496
539	-0.6207111477851868
540	-0.6875206828117371
541	-0.660830557346344
542	-0.6646978855133057
543	-0.6976698637008667
544	-0.5749739408493042
545	-0.723969578742981
546	-0.6385622024536133
547	-0.6347837448120117
548	-0.7271957397460938
549	-0.755615234375
550	-0.6992941498756409
551	-0.619742214679718
552	-0.7292534708976746
553	-0.5674199461936951
554	-0.7086995840072632
555	-0.6437549591064453
556	-0.5749228000640869
557	-0.6376621127128601
558	-0.6718020439147949
559	-0.7019557952880859
560	-0.6789228916168213
561	-0.6445778608322144
562	-0.5848003625869751
563	-0.510980486869812
564	-0.7972879409790039
565	-0.6588284969329834
566	-0.6097937822341919
567	-0.5625120401382446
568	-0.5878173112869263
569	-0.6560653448104858
570	-0.6905651092529297
571	-0.715492844581604
572	-0.7262008190155029
573	-0.5911902189254761
574	-0.7234100103378296
575	-0.6117852926254272
576	-0.4867503046989441
577	-0.5992869138717651
578	-0.6043986082077026
579	-0.5731788873672485
580	-0.7537810802459717
581	-0.5918012857437134
582	-0.7201269865036011
583	-0.6027070879936218
584	-0.617278516292572
585	-0.5600965619087219
586	-0.6073054075241089
587	-0.646492600440979
588	-0.61435467004776
589	-0.5997077226638794
590	-0.5738078951835632
591	-0.5061579346656799
592	-0.7069897651672363
593	-0.7038456797599792
594	-0.5797951817512512
595	-0.6525314450263977
596	-0.6220430135726929
597	-0.7615949511528015
598	-0.677094578742981
599	-0.6641474366188049
600	-0.640179455280304
601	-0.5975501537322998
602	-0.5766373872756958
603	-0.6784318685531616
604	-0.5896197557449341
605	-0.5306732654571533
606	-0.669890284538269
607	-0.6703885197639465
608	-0.6446465253829956
609	-0.6488189697265625
610	-0.6911157369613647
611	-0.6369162797927856
612	-0.5923095345497131
613	-0.6100162267684937
614	-0.5725025534629822
615	-0.7449212670326233
616	-0.6462990641593933
617	-0.6468594670295715
618	-0.6351189017295837
619	-0.664077877998352
620	-0.6575062274932861
621	-0.6199337840080261
622	-0.6906718015670776
623	-0.7073924541473389
624	-0.7222598195075989
625	-0.740326464176178
626	-0.6912715435028076
627	-0.712576150894165
628	-0.7392974495887756
629	-0.738616943359375
630	-0.8382701873779297
631	-0.758446216583252
632	-0.7694437503814697
633	-0.8399901986122131
634	-0.5934466123580933
635	-0.7054871916770935
636	-0.683139979839325
637	-0.6288394927978516
638	-0.6639450788497925
639	-0.8321782350540161
640	-0.7876354455947876
641	-0.8345097899436951
642	-0.7598590850830078
643	-0.6861934661865234
644	-0.8337549567222595
645	-0.6104652285575867
646	-0.7699982523918152
647	-0.6149173974990845
648	-0.747177243232727
649	-0.7577239274978638
650	-0.747143030166626
651	-0.5702115297317505
652	-0.7483292818069458
653	-0.7687474489212036
654	-0.7601317167282104
655	-0.6094787120819092
656	-0.7809157371520996
657	-0.8331438302993774
658	-0.622727632522583
659	-0.8824448585510254
660	-0.8339138031005859
661	-0.7936770915985107
662	-0.7108209133148193
663	-0.7517404556274414
664	-0.9067541360855103
665	-0.8495180010795593
666	-0.7326579093933105
667	-0.7955750823020935
668	-0.8001886010169983
669	-0.7059977054595947
670	-0.7798006534576416
671	-0.6312295198440552
672	-0.7869729399681091
673	-0.7997847199440002
674	-0.7368195652961731
675	-0.8052740097045898
676	-0.7028659582138062
677	-0.6662532687187195
678	-0.7360665202140808
679	-0.7009671926498413
680	-0.6927670836448669
681	-0.6171443462371826
682	-0.8415789008140564
683	-0.9623078107833862
684	-0.7278720140457153
685	-0.6084046959877014
686	-0.7795769572257996
687	-0.701346755027771
688	-0.778588056564331
689	-0.7473160624504089
690	-0.7044786214828491
691	-0.7853212356567383
692	-0.6873704195022583
693	-0.8140288591384888
694	-0.7331728935241699
695	-0.6758026480674744
696	-0.6080860495567322
697	-0.7564516067504883
698	-0.6802555322647095
699	-0.8790162801742554
700	-0.6634599566459656
701	-0.5713614225387573
702	-0.8400909900665283
703	-0.6717817783355713
704	-0.6578495502471924
705	-0.7569711804389954
706	-0.6431264877319336
707	-0.6805415749549866
708	-0.787845253944397
709	-0.7536431550979614
710	-0.7776181697845459
711	-0.7870001792907715
712	-0.7415281534194946
713	-0.9017649292945862
714	-0.8317761421203613
715	-0.8644002676010132
716	-0.7042575478553772
717	-0.8182873725891113
718	-0.7610496878623962
719	-0.7110205888748169
720	-0.656465470790863
721	-0.7786555290222168
722	-0.550891101360321
723	-0.8079428672790527
724	-0.6970837116241455
725	-0.5989494919776917
726	-0.9107306599617004
727	-0.7388108968734741
728	-0.7116947770118713
729	-0.8997761011123657
730	-0.8580089211463928
731	-0.7454908490180969
732	-0.9581280946731567
733	-0.8279314041137695
734	-0.7484192848205566
735	-0.8676841259002686
736	-0.7652042508125305
737	-0.8607007265090942
738	-0.48124879598617554
739	-0.7933308482170105
740	-0.7162365317344666
741	-0.7081836462020874
742	-0.7863222360610962
743	-0.7531783580780029
744	-0.7239383459091187
745	-0.8246126174926758
746	-0.7415460348129272
747	-0.7878822088241577
748	-0.7203555107116699
749	-0.841515839099884
750	-0.7608721256256104
751	-0.6767432689666748
752	-0.7995163202285767
753	-0.7176625728607178
754	-0.7231861352920532
755	-0.8602279424667358
756	-0.7427703142166138
757	-0.8856315016746521
758	-0.7283409833908081
759	-0.8632401823997498
760	-0.5636428594589233
761	-0.7699987888336182
762	-0.766737163066864
763	-0.73567134141922
764	-0.6732727289199829
765	-0.8225861191749573
766	-0.8120111227035522
767	-0.7795467376708984
768	-0.5448603630065918
769	-0.7210952043533325
770	-0.8985022902488708
771	-0.7870432138442993
772	-0.7938920855522156
773	-0.8006143569946289
774	-0.751868724822998
775	-0.6890739798545837
776	-0.744256854057312
777	-0.612311840057373
778	-0.8151531219482422
779	-0.6593692898750305
780	-0.6385956406593323
781	-0.7996314764022827
782	-0.697881281375885
783	-0.7971320748329163
784	-0.865426778793335
785	-0.7428992986679077
786	-0.7684272527694702
787	-0.6954450607299805
788	-0.6729269027709961
789	-0.7808932065963745
790	-0.8344016075134277
791	-0.5684672594070435
792	-0.6142510175704956
793	-0.6340547800064087
794	-0.7433508634567261
795	-0.919005274772644
796	-0.6634485721588135
797	-0.6421248912811279
798	-0.6123911738395691
799	-0.47893738746643066
800	-0.7184514403343201
801	-0.46457046270370483
802	-0.6819219589233398
803	-0.8460294008255005
804	-0.5448929071426392
805	-0.7404727935791016
806	-0.6120381951332092
807	-0.6762537956237793
808	-0.8596916198730469
809	-0.4999087154865265
810	-0.842659592628479
811	-0.7341033220291138
812	-0.6607055068016052
813	-0.7392429709434509
814	-0.6315662264823914
815	-0.5893293619155884
816	-0.7842112183570862
817	-0.7195626497268677
818	-0.6730515956878662
819	-0.8377077579498291
820	-0.7726467847824097
821	-0.8833342790603638
822	-0.7192169427871704
823	-0.8327306509017944
824	-0.5620130896568298
825	-0.5881680250167847
826	-0.8516008853912354
827	-0.6469075083732605
828	-0.7527707815170288
829	-0.8120101690292358
830	-0.7779618501663208
831	-0.6070677042007446
832	-0.7486782073974609
833	-0.6182818412780762
834	-0.7778204679489136
835	-0.8042658567428589
836	-0.5884149074554443
837	-0.7163495421409607
838	-0.7004784345626831
839	-0.7404515743255615
840	-0.5978233814239502
841	-0.6897544860839844
842	-0.6803305149078369
843	-0.8400014042854309
844	-0.704580545425415
845	-0.7151298522949219
846	-0.7257422804832458
847	-0.6856063604354858
848	-0.8248345851898193
849	-0.8191233277320862
850	-0.7799510359764099
851	-0.8001790046691895
852	-0.8358297944068909
853	-0.7941536903381348
854	-0.5491354465484619
855	-0.7834593057632446
856	-0.7689109444618225
857	-0.6559479236602783
858	-0.8315998911857605
859	-0.5870435237884521
860	-0.6302769780158997
861	-0.9012150168418884
862	-0.7931737899780273
863	-0.7637568712234497
864	-0.7239938974380493
865	-0.7657951712608337
866	-0.8813508749008179
867	-0.945770263671875
868	-0.580797553062439
869	-0.6917572021484375
870	-0.8736792802810669
871	-0.8028342723846436
872	-0.8015862703323364
873	-0.8474977612495422
874	-0.8794479966163635
875	-0.9452019929885864
876	-0.8746237754821777
877	-0.7181607484817505
878	-0.9612085819244385
879	-0.7147822380065918
880	-0.85698002576828
881	-0.9004954695701599
882	-0.6947823762893677
883	-0.7857481241226196
884	-0.8198957443237305
885	-0.8022141456604004
886	-0.7604137659072876
887	-0.8821119070053101
888	-0.9521262645721436
889	-0.9600601196289062
890	-0.9016954898834229
891	-0.9990588426589966
892	-0.8316953778266907
893	-0.944267749786377
894	-0.9548414945602417
895	-0.668073296546936
896	-0.78382807970047
897	-0.7575252056121826
898	-0.9655805230140686
899	-0.6495980024337769
900	-0.6071740984916687
901	-0.7270944118499756
902	-0.6760467886924744
903	-0.8916513919830322
904	-0.997991681098938
905	-0.5815704464912415
906	-0.9466564655303955
907	-0.7013426423072815
908	-0.9085732698440552
909	-0.7302530407905579
910	-0.7709876298904419
911	-0.7287312746047974
912	-0.7326512932777405
913	-0.5962430238723755
914	-0.8541668653488159
915	-0.7844960689544678
916	-0.8434498310089111
917	-0.627853274345398
918	-0.9254716634750366
919	-0.5469652414321899
920	-0.6679491996765137
921	-0.7967429161071777
922	-0.7053145170211792
923	-0.7902960181236267
924	-0.456537127494812
925	-0.7190016508102417
926	-0.7047717571258545
927	-0.5114428997039795
928	-0.7406894564628601
929	-0.5700695514678955
930	-0.7517513036727905
931	-0.5306273698806763
932	-0.7630371451377869
933	-0.7249201536178589
934	-0.8130534291267395
935	-0.7045258283615112
936	-0.5792945623397827
937	-0.8308991193771362
938	-0.7246613502502441
939	-0.9321010708808899
940	-0.6626520156860352
941	-0.7492133378982544
942	-0.7005863189697266
943	-0.6152055263519287
944	-0.8218860626220703
945	-0.9482403993606567
946	-0.7344603538513184
947	-0.6211526989936829
948	-0.6675474643707275
949	-0.7744324207305908
950	-0.7035939693450928
951	-0.6974966526031494
952	-0.7805156707763672
953	-0.7840163111686707
954	-0.5333132147789001
955	-0.7760023474693298
956	-0.6229851841926575
957	-0.7811174392700195
958	-0.8149603009223938
959	-0.6188599467277527
960	-0.8508908748626709
961	-0.8956341743469238
962	-0.7833143472671509
963	-0.731465220451355
964	-0.7789863348007202
965	-0.8246537446975708
966	-0.8941091895103455
967	-0.6068257093429565
968	-0.7057077884674072
969	-0.8156981468200684
970	-0.8111231327056885
971	-0.888559877872467
972	-0.888420581817627
973	-0.9204073548316956
974	-0.836355984210968
975	-0.682544469833374
976	-0.7536909580230713
977	-0.7575036883354187
978	-0.5630947351455688
979	-0.7445088624954224
980	-0.7524696588516235
981	-0.7939029932022095
982	-0.7610490322113037
983	-0.9776116013526917
984	-0.6608603000640869
985	-0.9943851828575134
986	-0.5745655298233032
987	-0.9207589626312256
988	-0.6661733388900757
989	-0.909497082233429
990	-0.7119277715682983
991	-0.6458926796913147
992	-1.174483299255371
993	-0.8910759687423706
994	-1.0505297183990479
995	-0.8292028903961182
996	-0.7250571250915527
997	-0.6446502208709717
998	-0.7720804214477539
999	-1.0494627952575684
1000	-0.8607043027877808
1001	-0.9826600551605225
1002	-0.9474524259567261
1003	-0.9744731187820435
1004	-0.5454236268997192
1005	-0.89510178565979
1006	-0.6295403242111206
1007	-0.7311628460884094
1008	-0.7499722242355347
1009	-0.7745274305343628
1010	-0.5984195470809937
1011	-0.8853524923324585
1012	-0.7896658182144165
1013	-0.8650830984115601
1014	-0.7645372748374939
1015	-0.6082507371902466
1016	-0.6877434253692627
1017	-0.7137855291366577
1018	-0.8586487770080566
1019	-0.8861885070800781
1020	-0.9065369367599487
1021	-0.8213915228843689
1022	-0.8276843428611755
1023	-0.6410365700721741
1024	-0.7793415188789368
1025	-0.7397866249084473
1026	-0.5790212154388428
1027	-0.6493138074874878
1028	-0.6353068351745605
1029	-0.6899248361587524
1030	-0.9385526180267334
1031	-0.8291845917701721
1032	-0.7760739326477051
1033	-0.8692665100097656
1034	-0.9077041149139404
1035	-0.8176031112670898
1036	-1.1711866855621338
1037	-0.7230357527732849
1038	-0.734306812286377
1039	-0.8556486964225769
1040	-0.9705779552459717
1041	-0.5609225034713745
1042	-0.8130115270614624
1043	-0.9085848927497864
1044	-0.630041241645813
1045	-0.9166350364685059
1046	-0.6074367761611938
1047	-0.795580267906189
1048	-0.680540144443512
1049	-0.9242751598358154
1050	-0.8734642267227173
1051	-0.7996090650558472
1052	-0.6998081207275391
1053	-0.7517763376235962
1054	-1.084651231765747
1055	-0.849409818649292
1056	-0.9216063618659973
1057	-0.9919760823249817
1058	-0.8202964067459106
1059	-1.0084905624389648
1060	-1.17501699924469
1061	-0.7760725021362305
1062	-0.8008817434310913
1063	-0.7825016975402832
1064	-0.9025849103927612
1065	-1.114400863647461
1066	-0.9224980473518372
1067	-1.0522199869155884
1068	-0.7332862019538879
1069	-0.8336342573165894
1070	-0.9284608960151672
1071	-0.8994005918502808
1072	-0.8042872548103333
1073	-0.8239365816116333
1074	-0.6103054285049438
1075	-0.6804940700531006
1076	-1.0422167778015137
1077	-0.6692984104156494
1078	-0.7074207067489624
1079	-0.7774354815483093
1080	-1.1165258884429932
1081	-0.7340553998947144
1082	-0.7332756519317627
1083	-0.7607026100158691
1084	-0.898155927658081
1085	-0.7745689153671265
1086	-0.8587301969528198
1087	-0.784241795539856
1088	-0.9570530652999878
1089	-0.6886391043663025
1090	-0.9058881402015686
1091	-0.9764409065246582
1092	-1.0129787921905518
1093	-0.7847985029220581
1094	-0.9953882694244385
1095	-0.8194273710250854
1096	-0.9291843771934509
1097	-0.7281197309494019
1098	-0.7999076843261719
1099	-0.9362972974777222
1100	-0.9366947412490845
1101	-1.0426249504089355
1102	-0.7365336418151855
1103	-0.8162826895713806
1104	-0.7125092148780823
1105	-0.7682807445526123
1106	-0.7149471044540405
1107	-0.8130999207496643
1108	-0.8638960719108582
1109	-1.1552860736846924
1110	-0.9853248596191406
1111	-1.1871358156204224
1112	-0.8031163811683655
1113	-0.9477213621139526
1114	-1.233743667602539
1115	-0.9751662611961365
1116	-0.8954736590385437
1117	-1.0444650650024414
1118	-0.9882858991622925
1119	-1.2315621376037598
1120	-0.8498873710632324
1121	-1.041583776473999
1122	-0.8274714350700378
1123	-0.9028509855270386
1124	-0.8292806148529053
1125	-1.248356580734253
1126	-1.3627214431762695
1127	-1.1649843454360962
1128	-0.7565139532089233
1129	-0.6203033328056335
1130	-0.8434175252914429
1131	-1.0549546480178833
1132	-0.7977463006973267
1133	-0.8572651147842407
1134	-0.9503501057624817
1135	-0.7067497968673706
1136	-0.9827731251716614
1137	-1.2060110569000244
1138	-1.0646979808807373
1139	-0.7308436632156372
1140	-0.9671485424041748
1141	-1.0095175504684448
1142	-0.9558943510055542
1143	-1.018040657043457
1144	-0.9898907542228699
1145	-1.032809853553772
1146	-1.0265235900878906
1147	-1.1544160842895508
1148	-0.9154130220413208
1149	-0.9255549311637878
1150	-1.110048532485962
1151	-1.1899741888046265
1152	-1.0283066034317017
1153	-1.3194656372070312
1154	-1.2497588396072388
1155	-0.646795392036438
1156	-1.2432520389556885
1157	-0.9548814296722412
1158	-0.9193059206008911
1159	-1.0042610168457031
1160	-0.9537569880485535
1161	-0.981155276298523
1162	-0.866499662399292
1163	-0.8019519448280334
